1,5,10,20,50,100,200,300,400,500,600,700,800,900,1000,2000
39,41,42,44,44,43,44,44,43,44,45,43,44,45,44,44
37,42,44,44,45,44,44,45,45,44,45,45,44,45,45,45
43,40,38,38,44,39,36,41,29,40,37,37,33,41,34,39
42,43,42,41,42,42,42,42,43,43,43,43,42,43,43,43
