5,10,50,100,200,300,400,500,600,700,800,900,1000,2000
2544.160055,2142.435234,2378.756924,3555.695494,3688.233238,3448.496284,3411.635363,3171.639663,3529.992302,3389.527238,3830.709424,3380.194356,4273.079519,3759.987292
2389.836498,2357.303307,2494.216152,3736.624894,3810.127129,3501.772091,3355.150202,3400.367339,3533.3449,3320.68231,3589.854065,3582.010853,4323.096105,3926.936906
3304.688523,3011.883778,3626.557899,3701.805112,3793.842691,3663.792361,3607.857126,3678.510928,3497.519526,3433.659955,3746.179801,4035.844822,4142.626023,4007.200749
3717.330906,3780.466056,4155.819948,4122.639448,4007.915434,3804.422694,3708.520568,3810.348185,3574.105257,3492.854533,3823.029574,4142.838773,4287.81694,4106.733927
