1,5,20,50,100,200,300,400,500,600,700,800,900,1000,1500,2000
1633.443362,1608.748472,2434.733848,2698.306993,2834.403856,3084.935105,3005.891226,3158.424296,3518.147526,3521.596324,3149.721229,3152.684529,3209.018528,3337.851168,2334.330713,3247.491343
1337.44952,1645.459906,1941.29382,2113.6471,2711.321695,3034.612624,3023.174407,2804.658392,3180.585723,3324.950189,3282.835238,3229.831156,3040.318726,3023.336959,2678.7122,3307.745677
2402.239511,2402.786974,2471.461612,3331.958782,3112.000871,3007.87814,3353.553021,3339.180231,3850.182486,3795.566555,3353.424969,3564.254955,3556.633597,3625.123429,3267.673593,3619.106737
2546.55616,2709.214134,3026.255811,3505.199199,3380.55428,3280.635969,3455.25094,3478.680728,3930.172942,3901.57191,3523.415346,3693.888486,3656.933894,3684.225648,3234.238634,3763.300256
