TOMUTATE, GA SCORE, GA TRAINING TIME
1,3263.03216154088,0.559536928
2,3411.466255792182,0.421897557
3,3393.127109698773,0.233929604
4,3409.6595860876296,0.383694947
5,3385.735672917541,0.249625606
6,3481.778795029154,0.226241941
7,3439.6686793778545,0.222500476
8,3392.910187970663,0.209851646
9,3468.813062360603,0.237084922
10,3510.5516024195313,0.215575375
11,3427.0421624400897,0.210798456
12,3443.3864385566467,0.227151589
13,3444.765355117963,0.218669957
14,3460.5116596934295,0.208974035
15,3419.5549476182196,0.201015946
16,3464.3647275261583,0.20486285
17,3455.917463261243,0.208331193
18,3443.473453821589,0.214782473
19,3508.3745604038695,0.207360946
20,3482.989050030521,0.217311539
21,3444.3752958918403,0.245620442
22,3453.553822934199,0.227991838
23,3455.407567467919,0.261783728
24,3456.7040619411164,0.232517955
25,3423.593585949284,0.219658907
26,3398.697684056062,0.217008225
27,3440.380522943784,0.207947785
28,3407.8111526390257,0.204537727
29,3460.26668373306,0.211196149
30,3392.2293846182783,0.221614797
31,3467.221562409374,0.203654111
32,3455.8396675694594,0.206651568
33,3383.434119149032,0.218297781
34,3426.333189603305,0.23259473
35,3423.851185678772,0.214539274
36,3406.0447658302483,0.214382293
37,3400.805641233589,0.225273031
38,3367.840270643926,0.217076415
39,3433.0306463352517,0.216852105
40,3401.646652571505,0.260749758
41,3401.136394524091,0.208937447
42,3362.6985754733187,0.236471817
43,3335.9060104093223,0.230000574
44,3374.037148964054,0.238112929
45,3103.6220374250697,0.243750472
46,3423.1615048697286,0.237802468
47,3385.7676429476496,0.254618258
48,3374.857075014723,0.220966019
49,3346.0769801164806,0.194091118
50,3276.529930986725,0.229749986
51,3383.7752303607676,0.217889133
52,3329.9282049817084,0.214830428
53,3330.1368792816857,0.212930412
54,3340.8921812222106,0.214385577
55,3167.0899319262307,0.220162949
56,1.5023095544475147E-7,0.209232771
57,3331.866049469976,0.213736981
58,3247.859943443438,0.214242061
59,3300.600117531175,0.213564564
60,3312.178989138828,0.197302294
61,3374.4125244644147,0.203163336
62,3282.8953178230986,0.355607174
63,3365.173209705322,0.227387351
64,3337.0515448111037,0.211528088
65,3329.8607201060495,0.233267011
66,3324.196106555941,0.266980144
67,3333.941450781531,0.206997172
68,3323.725304417193,0.21046432
69,3118.4301715494994,0.2352555
70,3322.288025019327,0.224733625
71,3252.3626787494886,0.20006638
72,3351.026372598678,0.260809682
73,3330.954131657033,0.257481095
74,1.5136725407061595E-7,0.216654043
75,3297.5646604228814,0.234721697
76,3297.0604540088225,0.23180065
77,3239.247486219112,0.231044105
78,3319.888851898346,0.203355296
79,3231.649956759571,0.226357431
80,3277.9055994204973,0.223790838
81,3157.0713888322016,0.214704169
82,3329.7136929829094,0.212368357
83,3301.7353542600604,0.238710788
84,3216.5553293975736,0.223128006
85,3210.292927958787,0.240666304
86,3252.92742140277,0.228117362
87,3257.45160928571,0.222614147
88,3297.1331441526663,0.218303396
89,3212.3658009004707,0.250256698
90,3288.592882493231,0.225850132
91,3250.0210178707002,0.236978151
92,3284.5527055293696,0.2245705
93,3318.837586074237,0.231671461
94,3193.4669293940174,0.213619977
95,3340.2454388359683,0.24680724
96,3183.1308834883657,0.23045506
97,3200.1922119554356,0.229088254
98,3223.3576126491957,0.223625554
99,3236.3468788660493,0.243384683
100,3263.7724038350507,0.203483482
101,3197.8698631492985,0.222797781
102,3195.5859367355097,0.206053484
103,3181.8094133388313,0.264714752
104,3170.0903759194143,0.324321577
105,3254.3559042243833,0.261399636
106,3123.819094946002,0.242964431
107,3147.054500914377,0.216994786
108,3192.4209889800904,0.220760033
109,3311.7398505130773,0.238184246
110,3225.8599481496103,0.21383676
111,3310.8052281617547,0.206770596
112,3242.062269449483,0.244390807
113,3263.2213657540856,0.227663386
114,3251.0774665727504,0.257485886
115,2926.8517917515082,0.213902892
116,3221.59014687714,0.22344565
117,3199.865650202636,0.205562912
118,3169.766468919354,0.26817146
119,3142.2585656142965,0.254550393
120,3103.2533471934357,0.217356405
121,3201.4217695835696,0.212452903
122,1.5078273940138508E-7,0.241911674
123,3286.1601399057026,0.208830366
124,3219.815590033905,0.214094342
125,3035.1741223866347,0.204982077
126,3245.256633009438,0.208044892
127,3175.7622278661456,0.211440587
128,3187.482038522274,0.22973356
129,3189.7975129077263,0.202941505
130,3131.149224249464,0.213359661
131,1.4456626884182938E-7,0.226850961
132,3117.1849009505077,0.241753723
133,3164.6598596441277,0.24877301
134,3193.3192956596595,0.262026295
135,3278.0071493051755,0.215000375
136,3146.00170849611,0.248155777
137,3266.1364899323585,0.260813767
138,3067.259702917837,0.379781063
139,3182.698941268045,0.407378441
140,3225.3919582337426,0.381339584

