RHC SCORE, RHC TRAINING TIME, SA SCORE, SA TRAINING TIME, GA SCORE, GA TRAINING TIME, MIMIC SCORE, MIMIC TRAINING TIME
2969.240728341007,0.135702123,2977.54028301377,0.336261502,3588.032113109502,0.407811851,3684.6766691576277,5.300847053
3015.4221379188257,0.056676139,3063.023711792706,0.410519038,3475.934746507392,0.255421703,3718.3747056732773,4.436221508
2742.514510674405,0.054654079,2999.4297144947654,0.321395887,3564.660347537694,0.265166659,3693.7187399391637,3.84088368
2990.5644022741776,0.044390742,3127.0045446476893,0.332704348,3548.514824023753,0.17895447,3630.0209207301223,2.790433435
2951.12187872111,0.030280908,2808.725588040646,0.246388318,3630.057033459485,0.1767519,3663.926081944705,2.785539089
2953.9044883880547,0.031869056,3130.7466185002627,0.256317375,3572.9121386524926,0.182286253,3727.4760666061898,2.646189137
2986.8020420292705,0.030810115,2803.502418238158,0.263105846,3573.5778546077195,0.198565023,3709.024163265675,2.70753759
2798.8077094135683,0.033882834,2873.5577267618123,0.323429011,3514.068009306266,0.176729743,3689.10033600767,2.934192139
2833.4538654945027,0.037501111,3068.2969023686583,0.244565006,3543.021231555478,0.171591064,3663.9842006382673,3.018058638
2949.1824276995253,0.032162643,3207.0764032096276,0.269227917,3603.152505449503,0.172064038,3587.658937947784,2.725554481
3087.5469384602416,0.036746468,3312.926584914002,0.249876677,3605.111760198366,0.174414834,3658.341474091807,2.815407932
2790.1566470034636,0.054693756,3037.1365230051806,0.31451906,3611.2384917142435,0.177019198,3704.17013858956,2.691005369
2626.9812163740844,0.036693251,2787.8014918077915,0.273824597,3628.0265801392807,0.16544472,3619.111873053618,2.719220366
3019.8555215754736,0.032824967,3235.640119798617,0.251788566,3595.0100224066387,0.174867078,3672.5393447747715,3.01001749
2997.5695041543117,0.03439566,2610.410156007005,0.251337277,3617.863244703593,0.188354789,3664.689364244273,3.062531969
2793.4314720139746,0.032629285,2882.2277323862495,0.261865583,3510.7342182766142,0.197253045,3671.862063329362,2.854051625
3029.24746624922,0.036757162,3241.558831018291,0.257124673,3572.5328282465443,0.171052987,3647.643771604902,3.786176512
2976.6467768203256,0.034522436,2986.1248196788447,0.246740602,3601.1137178704225,0.173564297,3674.850232850176,2.834915738
2836.658999238244,0.036794563,3156.6328285198347,0.25475558,3571.930063607834,0.178394105,3703.905605217221,2.862532172
2958.3915036986937,0.042808729,3131.202821422646,0.291023426,3608.683417519305,0.164672322,3692.5625461865643,2.869316361
2878.3197409244804,0.037449338,3253.372358827172,0.256348892,3640.4233901789103,0.18347609,3677.2475257274514,3.212480817
2995.4347394458973,0.045174861,3239.5676729372008,0.267923824,3640.473968224103,0.17205012,3699.6852125789023,3.159814218
2870.4988676058724,0.038453334,3130.972402856365,0.274012433,3558.457149984853,0.181559181,3662.87511790515,2.98191553
3053.1001175610672,0.040291045,2935.0080338335542,0.262288398,3456.153833739275,0.192321806,3681.7433972443573,3.055850778
2825.912369853838,0.038214788,2999.3322921537947,0.249621165,3590.4230080312987,0.190687458,3692.9700958019407,3.042993692
2836.397837203055,0.038948832,2951.624621841095,0.280335925,3572.0815879314564,0.174274026,3666.7655871052116,3.0060398
2961.4548637641574,0.032013782,3020.59473915713,0.272706374,3600.2601221447107,0.182510142,3678.7123686803716,2.960436364
2857.728141833114,0.036943,3030.1146949102636,0.261711751,3540.2106057021792,0.192140199,3752.4048259470774,4.103485899
2900.3758158778082,0.039585496,2931.0986780079324,0.284365625,3574.6242090357337,0.207462412,3689.824405958244,4.119761206
3050.6911616672037,0.048901152,3166.390343789413,0.312373192,3582.1066033732245,0.232685703,3701.0209957377065,4.227633261
3121.328810183136,0.05258954,3065.8661809813684,0.305532969,3490.3864576550523,0.203627111,3710.2247476551834,3.948210804
2576.446968619441,0.031533975,2941.9875288330018,0.253604637,3557.8385991985033,0.19015725,3727.863153650756,2.873489433
2929.2274944416104,0.036284655,2844.9115317821756,0.268626104,3603.2153641793934,0.170710844,3694.2928906491384,2.765283796
2787.418932454991,0.041740806,2965.5792065748906,0.282233325,3575.6949028510194,0.185805342,3710.5472199220508,2.881518368
2774.6361737991233,0.032433929,2761.826141973533,0.267511334,3605.4659418932215,0.170741862,3744.7956929857182,3.403900482
2956.303829043447,0.042408836,2915.6123764302797,0.282123801,3574.6812714549237,0.204558004,3704.920125989872,3.750233248
2697.1868475515357,0.042181111,2943.687921654396,0.285113925,3592.924507354811,0.202953977,3703.3442113258575,3.630947731
2818.4894315063234,0.042319766,2992.332386375646,0.302341948,3654.8005197640236,0.269367508,3666.1328145076277,4.076370369
3126.035525060253,0.043902483,2952.224603900833,0.284554774,3606.1970756259443,0.210499016,3725.048928678409,2.977034681
2895.9466803877885,0.036332111,3005.55239727117,0.280807538,3582.5376583299453,0.206412562,3698.571333859549,3.601067345
2790.9484671149658,0.041556884,3025.5924780135006,0.274637462,3521.763875190693,0.214224006,3675.879547713921,3.972613212
2984.460502319033,0.100979244,2941.7289668342787,0.301239626,3630.8138226101787,0.272623119,3697.5641221766077,3.854223311
2675.8275155787546,0.041382235,2903.753957531562,0.285111928,3556.2047475826294,0.197943713,3703.3886561137933,3.252209514
3008.4349096804503,0.034581182,2900.857750549773,0.284076079,3523.1340708477037,0.171376908,3719.4124452883475,2.728504882
3091.696238620432,0.037997943,2870.46948834916,0.268680139,3474.050738093275,0.173283496,3633.7031265745713,2.729437449
3036.9149391450674,0.036297664,3001.8860402575247,0.25887822,3563.321984767302,0.174460176,3621.9271578561456,2.81487774
