COOLING RATE, SA SCORE, SA TRAINING TIME
0.0,0.13458042123905137,0.080722099
0.01,0.13121666129448956,0.189236098
0.02,0.1060298800541997,0.074316162
0.03,0.11336369193470275,0.054759746
0.04,0.11147241394806075,0.048528507
0.05,0.11245443407209789,0.075609853
0.06,0.11146938869294865,0.102547123
0.07,0.11737013247816491,0.053755053
0.08,0.0917610458311874,0.050873712
0.09,0.11976271420569458,0.053756254
0.1,0.12449921072101554,0.052217027
0.11,0.10124909800179692,0.051870718
0.12,0.12423055899956861,0.047963197
0.13,0.11753641018668831,0.046681143
0.14,0.11761456073618742,0.047808616
0.15,0.11752160430720653,0.05337585
0.16,0.13418075939524576,0.063336148
0.17,0.11904743608422566,0.052940369
0.18,0.11247269101507368,0.041593663
0.19,0.1030381760288674,0.040533714
0.2,0.11158295788073704,0.043116188
0.21,0.13648372451134655,0.041675829
0.22,0.12487093311514871,0.041949462
0.23,0.10567745554106585,0.04254629
0.24,0.11441807998144608,0.044354754
0.25,0.13670193242081705,0.04206077
0.26,0.11025552143429335,0.041832968
0.27,0.11412089256670871,0.042965848
0.28,0.1316034389151623,0.040437304
0.29,0.12170676191148026,0.041779642
0.3,0.11395833520338186,0.041780438
0.31,0.11045011114599665,0.038385968
0.32,0.1204447010295994,0.041529244
0.33,0.11971049884715874,0.042206623
0.34,0.1146814266189377,0.040453019
0.35,0.11326740554089867,0.041783146
0.36,0.1316326951896703,0.043598691
0.37,0.10815740805652345,0.041760869
0.38,0.11318567719760426,0.045753411
0.39,0.10171273982093461,0.045607234
0.4,0.12854793520635524,0.045761673
0.41,0.12996268893876806,0.043456851
0.42,0.1255648924544694,0.040260869
0.43,0.11954370526800619,0.042279885
0.44,0.10886894157113956,0.04253799
0.45,0.10686542506820307,0.039258358
0.46,0.10909340522746046,0.04361843
0.47,0.12359148642222209,0.040865563
0.48,0.11955887209979037,0.040529352
0.49,0.12949492199201418,0.042643635
0.5,0.14038754333481956,0.043216729
0.51,0.10578110793939365,0.044339216
0.52,0.1258218662744533,0.04318272
0.53,0.13781941515676044,0.046569366
0.54,0.11623268142934275,0.042508124
0.55,0.1356140547396986,0.043702665
0.56,0.12843571459258593,0.043233224
0.57,0.12894356355430275,0.043477995
0.58,0.11762534327592813,0.044712235
0.59,0.1374186543578591,0.045769289
0.6,0.1273335127397803,0.043731363
0.61,0.12037262039459806,0.044379737
0.62,0.13985538813028547,0.04666193
0.63,0.10218888570798217,0.048724797
0.64,0.12077961167234819,0.043053202
0.65,0.111284748734099,0.04367463
0.66,0.10885833826901757,0.043791779
0.67,0.10968183660665674,0.041539685
0.68,0.11902887510407717,0.04321412
0.69,0.15477951283416072,0.042339375
0.7,0.12566313259564527,0.041945634
0.71,0.1144544005163858,0.042907687
0.72,0.16104422967608611,0.041613829
0.73,0.13569179470544643,0.044177484
0.74,0.1165847204880624,0.044262456
0.75,0.12274068481014684,0.041316362
0.76,0.13305466215482262,0.04374063
0.77,0.1105326940984622,0.040592249
0.78,0.12848449795212893,0.042952359
0.79,0.1293988797646363,0.040731406
0.8,0.1430013625148633,0.039884514
0.81,0.12982438323940845,0.041871829
0.82,0.10976431036218838,0.040943121
0.83,0.1271498228688501,0.041721107
0.84,0.11276905788244815,0.039862418
0.85,0.10906681989309161,0.044199691
0.86,0.10743289342861681,0.042157627
0.87,0.12956482615322168,0.038255998
0.88,0.11850396278747675,0.038058944
0.89,0.11268110174569207,0.037958412
0.9,0.12556094746240384,0.039084479
0.91,0.11365691820261177,0.044096979
0.92,0.10770961900788241,0.042979794
0.93,0.13082352373490622,0.04060107
0.94,0.09634941397430533,0.040127554
0.95,0.10848224278848713,0.035666249
0.96,0.1066702300723363,0.032124909
0.97,0.12487996215579576,0.028266563
0.98,0.12675785188871735,0.02794483
0.99,0.12931480066879203,0.029260572
