POPULATION, GA SCORE, GA TRAINING TIME
151,0.14854517342774903,0.870877767
153,0.14710738846539864,0.622044702
155,0.1457914730078651,0.622348608
157,0.1457886271970515,0.628097173
159,0.14355941983499976,0.650830589
161,0.14125391251392438,0.72150015
163,0.14259752017011085,0.648249738
165,0.14138723724377117,0.676756586
167,0.1439532326210532,0.792516252
169,0.13997999085711735,0.852317788
171,0.141929971096237,0.894018572
173,0.14936287421030178,0.597862892
175,0.13703718141984347,0.540940965
177,0.14210576649090945,0.543861235
179,0.14613596734833303,0.535245632
181,0.1414130249193693,0.499170495
183,0.13948880058835195,0.52026911
185,0.145304796332263,0.521565974
187,0.14462176724302497,0.501568004
189,0.14610750200883002,0.613836088
191,0.14671223405984374,0.50782198
193,0.14210128138008535,0.530374442
195,0.13914263031534846,0.510316068
197,0.14671223405984374,0.496118207
199,0.14958635527313055,0.492489169
201,0.14684853811537,0.498075226
203,0.14669546361144603,0.473210497
205,0.15171769806780452,0.49866625
207,0.14930962589521238,0.474492015
209,0.14648562764999248,0.561709191
211,0.14799272217891343,0.526340365
213,0.14297659536862786,0.591424688
215,0.14567032892590942,0.604207207
217,0.14854517342774906,0.530794267
219,0.14799272217891338,0.56474329
221,0.14929796931820236,0.631014789
223,0.14355969778814526,0.728579455
225,0.14799272217891338,0.556754343
227,0.14778913039138422,0.551485608
229,0.14306227406871186,0.587169657
231,0.14204825859182252,0.594777854
233,0.14936287421030178,0.579905641
235,0.14854517342774912,0.6034416
237,0.14854517342774903,0.59011075
239,0.1458055736976339,0.56364235
241,0.1467122340598437,0.606565884
243,0.1441735410753073,0.585310422
245,0.14860977855170796,0.576120017
247,0.14630710689921322,0.59838805
249,0.1467122340598437,0.565883342
251,0.14930962589521235,0.582069117
253,0.14405089063800994,0.62106332
255,0.1427141747466274,0.607426471
257,0.1466353759102623,0.566949928
259,0.14090999229704762,0.579165522
261,0.14778913039138425,0.541669922
263,0.14678021166541547,0.60311931
265,0.14501916846260673,0.586875197
267,0.1493628742103018,0.592558845
269,0.1417433234369302,0.566719287
271,0.14930962589521238,0.563796576
273,0.1451109825459015,0.591638359
275,0.14613596734833303,0.569845125
277,0.1495863552731305,0.592286487
279,0.14799272217891338,0.593951325
281,0.14100987054260408,0.775461294
283,0.08586183830119924,1.021885082
285,0.14393209239078933,0.711907768
287,0.14585405556780356,0.711196462
289,0.14936287421030178,0.7839201
291,0.14825638768763175,0.714872369
293,0.14673958569974443,0.788513774
295,0.14671223405984374,0.707134927
297,0.1483862933692545,0.766952075
299,0.14509549803932975,0.67692164
301,0.14854517342774906,0.72776482
303,0.14633761111041355,0.782570482
305,0.1464040309891099,0.778283782
307,0.14864932042998402,0.711641106
309,0.14958635527313052,0.735800615
311,0.14661868283440305,0.764045186
313,0.1498271813841832,0.743044828
315,0.14646376829247418,0.854519028
317,0.14613596734833303,0.791584718
319,0.14671223405984374,0.952118976
321,0.14075562987229429,0.867128142
323,0.1411763044643215,0.704654283
325,0.14936287421030187,0.60144519
327,0.10599926164947109,0.626649246
329,0.1495863552731305,0.711942007
331,0.14854517342774906,0.698796667
333,0.14259853115338023,0.656645559
335,0.14671223405984374,0.76531148
337,0.1413951831616977,0.943200114
339,0.1485138866772918,0.857145696
341,0.14930962589521235,0.746732806
343,0.14778913039138422,0.83110844
345,0.14958635527313052,0.883269631
347,0.1495863552731305,0.966233749
349,0.14403991206400943,0.705385925
351,0.14809976255247873,1.056730853
353,0.1495863552731305,0.715727549
355,0.14604775850910565,0.842646852
357,0.141415477302288,0.781279946
359,0.14799272217891338,0.787336428
361,0.14536705820517917,0.844062855
363,0.14958635527313052,0.744461661
365,0.12670373569586443,0.735114998
367,0.1453249569556389,0.891492252
