POPULATION, GA SCORE, GA TRAINING TIME
369,0.14854517342774906,0.835601538
371,0.1495863552731305,0.855290816
373,0.14799272217891335,0.690737123
375,0.14936287421030178,0.578143066
377,0.1450191684626067,0.551480027
379,0.14854517342774906,0.580528343
381,0.14189239314434227,0.560643943
383,0.14778913039138425,0.517070038
385,0.1477891303913843,0.5444772
387,0.14452630487314563,0.543245385
389,0.08409417921058096,0.564565271
391,0.14547184731461077,0.565110746
393,0.14661868283440305,0.564726497
395,0.11668730642460859,0.54211195
397,0.14799272217891335,0.544477116
399,0.1403978724958752,0.545198222
401,0.14799272217891335,0.633374821
403,0.1495863552731305,0.621937891
405,0.14936287421030178,0.530114067
407,0.09967643523870927,0.566668235
409,0.15080604480189955,0.628743807
411,0.1495863552731305,0.615080614
413,0.1477891303913843,0.597465418
415,0.14613596734833303,0.604289513
417,0.14930962589521238,0.596507799
419,0.1495863552731305,0.618323576
421,0.1413388323302851,0.586690164
423,0.14854517342774906,0.56456884
425,0.14778913039138425,0.591753916
427,0.148545173427749,0.603703838
429,0.1495863552731305,0.537696724
431,0.14251093943085316,0.573179
433,0.14958635527313052,0.568366842
435,0.14936287421030187,0.559832987
437,0.1495863552731305,0.576801766
439,0.1464637682924742,0.546714382
441,0.1499750519759537,0.60451334
443,0.14671223405984374,0.5809268
445,0.14661868283440305,0.554616222
447,0.14936287421030178,0.560228922
449,0.14958635527313052,0.543844435
451,0.14778913039138425,0.597697852
453,0.14724126342699362,0.595239013
455,0.13980008114057801,0.60452806
457,0.14936287421030178,0.561607493
459,0.08251993774022494,0.599937902
461,0.13180798004179356,0.561116323
463,0.1495863552731305,0.55759553
465,0.1495863552731305,0.60211412
467,0.14930962589521235,0.631738322
469,0.14958635527313052,0.586817418
471,0.14958635527313055,0.609251343
473,0.14630710689921325,0.602495561
475,0.1491692799597895,0.580948482
477,0.1493096258952124,0.603100513
479,0.15171769806780452,0.655693369
481,0.14536705820517923,0.616658337
483,0.1495863552731305,0.570688106
485,0.14936287421030187,0.603472374
487,0.14930962589521235,0.583726835
489,0.14671223405984374,0.594331325
491,0.11359606372405477,0.579539518
493,0.14930962589521235,0.595889015
495,0.10065133132343167,0.601437526
497,0.1499750519759537,0.608937447
499,0.14930962589521238,0.672362163
501,0.08974827674861457,0.57473624
503,0.14930962589521238,0.580888193
505,0.1495863552731305,0.614574395
507,0.14778913039138425,0.58213081
509,0.14677254051533895,0.609358135
511,0.14536990867533528,0.58361435
513,0.14958635527313052,0.585615939
515,0.14930962589521238,0.563753713
517,0.14854517342774906,0.570300013
519,0.130147733272563,0.630631421
521,0.14958635527313055,0.568055981
523,0.14854517342774906,0.594884539
525,0.1495863552731305,0.577440599
527,0.14958635527313052,0.616283697
529,0.15171769806780455,0.571379519
531,0.14778913039138425,0.558295895
533,0.14958635527313052,0.580844659
535,0.14633761111041355,0.628177706
537,0.13169486721598433,0.59828009
539,0.14958635527313052,0.598865365
541,0.14936287421030178,0.619111294
543,0.14958635527313052,0.601652077
545,0.12253839109393147,0.602675119
547,0.1495863552731305,0.546554412
549,0.14137492943736624,0.545306609
