TEMPERATURE, SA SCORE, SA TRAINING TIME
10,0.13707226462078284,0.075893572
100,0.12240423579589411,0.059239133
1000,0.12011114741625296,0.036278921
10000,0.12131147791193382,0.037193746
100000,0.13300964266179843,0.035226983
1000000,0.12311332214359248,0.033829745
10000000,0.14164089859353626,0.02956858
100000000,0.13190903896060202,0.03131243
1000000000,0.12284099738753616,0.031595247
10000000000,0.11746309586594517,0.038924707
100000000000,0.14191574267316506,0.03924854
1000000000000,0.10737758934331598,0.031771686
10000000000000,0.10821411090919822,0.032443942
100000000000000,0.12505513096904114,0.032995043
1000000000000000,0.13354305793769847,0.031697739
10000000000000000,0.11990190213541042,0.032991875
100000000000000000,0.13052981816804,0.033312683
1000000000000000000,0.11731097547968702,0.031159401
-8446744073709551616,0.038307684130668616,0.031717267
7766279631452241920,0.13387230221608873,0.038799208
